Story,File,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl,,,,,,
37,,HE NEEDS WATER ,ELE PRECISA DE ÁGUA,ÉL NECESITA AGUA,LUI HA BISOGNO DI ACQUA,IL A BESOIN D’EAU,ER BRAUCHT WASSER,水が必要,みずがひつよう,MIZU GA HITSUYOU,HIJ HEEFT WATER NODIG,,,,,,
37,,ENGINE,MOTOR,MOTOR,MOTORE,MOTEUR,MOTOR,エンジン,えんじん,ENJIN,MOTOR,,,,,,
37,,CHECK ENGINE,VERIFICAR MOTOR,REVISAR MOTOR,CONTROLLARE IL MOTORE,VÉRIFIER LE MOTEUR,MOTOR PRÜFEN,エンジンを確認する,えんじんをかくにんする,ENJIN O KAKUNIN SURU,MOTOR CONTROLEREN,,,,,,
37,,HE CHECKS IF HE HAS EVERYTHING HE NEEDS,ELE VERIFICA SE TEM TUDO O QUE PRECISA,ÉL VERIFICA SI TIENE TODO LO QUE NECESITA,LUI CONTROLLA SE HA TUTTO CIÒ CHE SERVE,IL VÉRIFIE S’IL A TOUT CE DONT IL A BESOIN,"ER ÜBERPRÜFT, OB ER ALLES HAT, WAS ER BRAUCHT",必要なものが揃っているか確認する,ひつようなものがそろっているかかくにんする,HITSUYOU NA MONO GA SOROTTE IRU KA KAKUNIN SURU,HIJ CONTROLEREN OF HIJ ALLES HEEFT,,,,,,
37,,BOTTLE,GARRAFA,BOTELLA,BOTTIGLIA,BOUTEILLE,FLASCHE,ボトル,ぼとる,BOTORU,FLES,,,,,,
37,,WATER BOTTLE,GARRAFA DE ÁGUA,BOTELLA DE AGUA,BOTTIGLIA D’ACQUA,BOUTEILLE D’EAU,WASSERFLASCHE,水のボトル,みずのぼとる,MIZU NO BOTORU,WATERFLES,,,,,,
37,,ARRIVE – LEAVE,CHEGAR – SAIR,LLEGAR – SALIR,ARRIVARE – ANDARE,ARRIVER – PARTIR,ANKOMMEN – GEHEN,到着 / 出発,とうちゃく / しゅっぱつ,TOUCHAKU / SHUPPATSU,AANKOMEN – VERTREK,,,,,,
37,,LEAVE KITCHEN,SAIR DA COZINHA,SALIR DE LA COCINA,USCIRE DALLA CUCINA,QUITTER LA CUISINE, KÜCHE VERLASSEN,キッチンを出る,きっちんをでる,KICCHIN O DERU,KEUKEN VERLATEN,,,,,,
37,,DOOR,PORTA,PUERTA,PORTA,PORTE,TÜR,ドア,どあ,DOA,DEUR,,,,,,
37,,TO – FROM,PARA – DE,PARA – DE,PER – DA,PUR – DE,ZU – VON,～へ / ～から,へ / から,~E / ~KARA,NAAR – VAN,,,,,,
37,,TOWARD DOOR – AWAY FROM DOOR,EM DIREÇÃO À PORTA – LONGE DA PORTA,HACIA LA PUERTA – LEJOS DE LA PUERTA,VERSO LA PORTA – LONTANO DALLA PORTA,VERS LA PORTE – LOIN DE LA PORTE,ZUR TÜR – VON DER TÜR ENTFERNT,ドアに向かって / ドアから離れて,どあにむかって / どあからはなれて,DOA NI MUKATTE / DOA KARA HANARETE,NAAR DE DEUR – WEG VAN DE DEUR,,,,,,
37,,SMILE,SORRIR,SONREÍR,SORRIDERE,SOURIRE,LÄCHELN,笑う,わらう,WARAU,GLIMLACHEN,,,,,,
38,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く / 走る,あるく / はしる,ARUKU / HASHIRU,LOPEN – RENNEN,,,,,,
38,,OPEN – CLOSE,ABRIR – FECHAR,ABRIR – CERRAR,APRIRE – CHIUDERE,OUVRIR – FERMER,ÖFFNEN – SCHLIESSEN,開ける / 閉じる,あける / とじる,AKERU / TOJIRU,OPENEN – SLUITEN,,,,,,
38,,CLOSET,ARMÁRIO,ARMARIO,ARMADIO,PLACARD,SCHRANK,クローゼット,くろぜっと,KUROZETTO,KAST,,,,,,
38,,DOOR,PORTA,PUERTA,PORTA,PORTE,TÜR,ドア,どあ,DOA,DEUR,,,,,,
38,,SLOW – FAST,DEVAGAR – RÁPIDO,LENTO – RÁPIDO,LENTO – VELOCE,LENT – RAPIDE,SCHLEICHEND – SCHNELL,遅い / 早い,おそい / はやい,OSOI / HAYAI,TRAAG – SNEL,,,,,,
38,,QUICK,RÁPIDO,RÁPIDO,VELOCE,RAPIDE,SCHNELL,早い,はやい,HAYAI,SNEL,,,,,,
38,,SLOWLY – QUICKLY,DEVAGARMENTE – RAPIDAMENTE,LENTAMENTE – RÁPIDAMENTE,LENTAMENTE – VELOCEMENTE,LENTEMENT – RAPIDEMENT,SCHLEICHEND – SCHNELL,ゆっくり – 速く,ゆっくり – はやく,YUKKURI – SNEL,,,,,,,
38,,TO THE CLOSET,PARA O ARMÁRIO,HACIA EL ARMARIO,VERSO L’ARMADIO,VERS LE PLACARD,ZUM SCHRANK,クローゼットへ,くろぜっとへ,KUROZETTO E,NAAR DE KAST,,,,,,
38,,PUT IN – TAKE OUT,COLOCAR – RETIRAR,PONER – SACAR,METTERE – TOGLIERE, METTRE – ENLEVER, HINEINSTELLEN – HERAUSNEHMEN,入れる / 出す,いれる / だす,IRERU / DASU,INZETTEN – UITNEMEN,,,,,,
38,,CLOTHES ,ROUPAS,ROPA,ABITI,VÊTEMENTS,KLEIDER,服,ふく,FUKU,KLEDING,,,,,,
38,,TO – FROM,PARA – DE,PARA – DE,PER – DA,À – DE,ZU – VON,～へ / ～から,へ / から,~E / ~KARA,NAAR – VAN,,,,,,
38,,SHIRT,CAMISA,CAMISA,CAMICIA,CHEMISE,HEMD,シャツ,しゃつ,SHATSU,SHIRT,,,,,,
38,,PUT ON – TAKE OFF,COLOCAR – RETIRAR,PONER – QUITAR,INDOSSARE – TOGLIERE, METTRE – ENLEVER,ANZIEHEN – AUSZIEHEN,着る / 脱ぐ,きる / ぬぐ,KIRU / NUGU,AANZETTEN – UITTREKKEN,,,,,,
38,,BED,CAMA,CAMA,LETTO,LIT,BETT,ベッド,べっど,BEDDO,BED,,,,,,
38,,PICK UP – PUT DOWN,PEGAR – COLOCAR,COGER – DEJAR,PRENDERE – POSARE, PRENDRE – POSER,AUFHEBEN – ABLEGEN,取る / 置く,とる / おく,TORU / OKU,OPPAKKEN – NEERZETTEN,,,,,,
38,,PANTS,CALÇAS,PANTALONES,PANTALONI,PANTALON,HOSE,ズボン,ずぼん,ZUBON,BROEK,,,,,,
38,,FLOOR,CHÃO,SUELO,PAVIMENTO,SOL,BODEN,床,ゆか,YUKA,VLOER,,,,,,
38,,HANG   ,PENDURAR,COLGAR,APPENDERE,ACCROCHER,AUFHÄNGEN,掛ける,かける,KAKERU,OPHANGEN,,,,,,
38,,ROD,VARÃO,BARRA,ASTA,TIGE,STANGE,棒,ぼう,BOU,STANG,,,,,,
38,,CLOSET ROD,VARÃO DO ARMÁRIO,BARRA DEL ARMARIO,ASTA DELL’ARMADIO,TIGE DU PLACARD,LEISTENSTANGE,クローゼットの棒,くろぜっとのぼう,KUROZETTO NO BOU,KASTSTANG,,,,,,
38,,ARRANGE ,ARRUMAR,ORDENAR,ORDINARE,RANGER,ORDNEN,整える,ととのえる,TOTONOERU,ORDENEN,,,,,,
38,,SHOE,SAPATO,ZAPATO,SCARPA,CHAUSSURE,SCHUH,靴,くつ,KUTSU,SCHOEN,,,,,,
38,,ARRANGE SHOES,ARRUMAR SAPATOS,ORDENAR ZAPATOS,SISTEMARE SCARPE,ARRANGER LES CHAUSSURES,SCHUHE ORDNEN,靴を整える,くつをととのえる,KUTSU O TOTONOERU,SCHUIZEN ORDENEN,,,,,,
38,,SHELF,PRATELEIRA,ESTANTE,SCAFFALE,ÉTAGÈRE,REGAL,棚,たな,TANA,PLANK,,,,,,
38,,TOP – BOTTOM,TOPO – FUNDO,SUPERIOR – INFERIOR,SUPERIORE – INFERIORE,HAUT – BAS,OBEN – UNTEN,上 / 下,うえ / した,UE / SHITA,BOBOVO – ONDER,,,,,,
38,,TOP SHELF,PRATELEIRA DE CIMA,ESTANTE SUPERIOR,SCAFFALE SUPERIORE,ÉTAGÈRE SUPÉRIEURE,OBERE REGAL,上の棚,うえのたな,UE NO TANA,BOVENSTE PLANK,,,,,,
38,,BOTTOM SHELF,PRATELEIRA DE BAIXO,ESTANTE INFERIOR,SCAFFALE INFERIORE,ÉTAGÈRE INFÉRIEURE,UNTERE REGAL,下の棚,したのたな,SHITA NO TANA,ONDERSTE PLANK,,,,,,
38,,SNEAKERS – BOOTS,TÊNIS – BOTAS,ZAPATILLAS – BOTAS,SNEAKERS – STIVALI,BASKETS – BOTTES,SNEAKERS – STIEFEL,スポーツ / バーツ,すぽーつ / ばーつ,SUN?K? / B?TSU,SNEAKERS – LAARS,,,,,,
38,,HAT,CHAPÉU,SOMBRERO,CAPPELLO,CHAPEAU,HUT,帽子,ぼうし,BOUSHI,HOED,,,,,,
38,,PLACE HAT ON TOP SHELF,COLOCAR CHAPÉU NA PRATELEIRA DE CIMA,COLOCAR SOMBRERO EN ESTANTE SUPERIOR,METTERE IL CAPPELLO SULLA SCAFFALE SUPERIORE,PLACER LE CHAPEAU SUR L’ÉTAGÈRE SUPÉRIEURE,HUT AUF OBERE REGAL LEGEN,上の棚に帽子を置く,うえのたなにぼうしをおく,UE NO TANA NI BOUSHI O OKU,LEG HOED OP BOVENSTE PLANK,,,,,,
38,,BASEBALL,BEISEBOL,BEISBOL,BASEBALL,BASEBALL,BASEBALL,野球,やきゅう,YAKYUU,BASEBALL,,,,,,
38,,CAP,BONÉ,GORRA,CAPPELLO,CASEQUETTE,KAPPE,キャップ,きゃっぷ,KYAPPU,CAP,,,,,,
38,,BASEBALL CAP ,BONÉ DE BASEBALL,GORRA DE BEISBOL,CAPPELLO DA BASEBALL,CASQUETTE DE BASEBALL,BASEBALLKAPPE,野球のキャップ,やきゅうのきゃっぷ,YAKYUU NO KYAPPU,BASEBALL CAP,,,,,,
38,,NEXT TO – BESIDE ,AO LADO – PRÓXIMO A,AL LADO DE – JUNTO A,ACCANTO A – VICINO A,À CÔTÉ DE – PROCHE DE,NEBEN – DANEBEN,横 / 隣,よこ / となり,YOKO / TONARI,NEER – NABIJ,,,,,,
38,,SUN HAT,CHAPÉU DE SOL,SOMBRERO DE SOL,CAPPELLO DA SOLE,CHAPEAU DE SOLEIL,SONNENHUT,日除け帽子,ひよけぼうし,HIYOKE BOUSHI,ZONNEHOED,,,,,,
38,,JACKET ,JAQUETA,CHAQUETA,GIACCA,VESTE,JACKE,ジャケット,じゃけっと,JAKETTO,JAS,,,,,,
38,,CHAIR,CADEIRA,SILLA,SEDIA,CHAISE,STUHL,椅子,いす,ISU,STOEL,,,,,,
38,,ROW – COLUMN,LINHA – COLUNA,FILA – COLUMNA,RIGA – COLONNA,LIGNE – COLONNE,REIHE – SPALTE,行 / 列,ぎょう / れつ,GYOU / RETSU,RIJ – KOLOM,,,,,,
38,,HOOK,GANCHO,GANCHO,UNCINO,CROCHET,HÄKEN,服,ふく,FUKKU,HAAK,,,,,,
38,,CLOSET HOOKS,GANCHOS DO ARMÁRIO,GANCHOS DEL ARMARIO,UNCINI DELL’ARMADIO,CROCHETS DU PLACARD,ARMADIO HAKEN,クローゼットの服,くろぜっとのふく,KUROZETTO NO FUKKU,KASTHAAK,,,,,,
38,,ON THE BOX – IN THE BOX,SOBRE A CAIXA – DENTRO DA CAIXA,SOBRE LA CAJA – DENTRO DE LA CAJA,SOPRA LA SCATOLA – DENTRO DELLA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER BOX – IN DER BOX,箱の上 / 箱の中,はこのうえ / はこのなか,HAKO NO UE / HAKO NO NAKA,OP DE DOOS – IN DE DOOS,,,,,,
38,,SCARF – SCARVES,LENÇO – LENÇOS,BUFANDA – BUFANDAS,SCIARPA – SCIARPE,ÉCHARPE – ÉCHARPES,SCARF – SCHALS,スカーフ,すかーふ,SUK?FU,SJAAL – SJAALS,,,,,,
38,,DRAWER,GAVETA,CAJÓN,CASSETTO,TIROIR,SCHUBLADE,引き出し,ひきだし,HIKIDASHI,LADE,,,,,,
38,,MIDDLE ,MEIO,MEDIO,MEDIO,MILIEU,MITTE,中,なか,NAKA,MIDDEN,,,,,,
38,,MIDDLE SHELF,PRATELEIRA DO MEIO,ESTANTE MEDIA,SCAFFALE MEDIO,ÉTAGÈRE DU MILIEU,MITTELREGAL,長段の棚,ちょうだんのたな,CH?DAN NO TANA,MIDDEN PLANK,,,,,,
38,,INSIDE – OUTSIDE,DENTRO – FORA,DENTRO – FUERA,DENTRO – FUORI,À L’INTÉRIEUR – À L’EXTÉRIEUR,INNEN – AUSSEN,内 / 外,うち / そと,UCHI / SOTO,BINNEN – BUITEN,,,,,,
38,,BASKET,CESTO,CANASTA,CESTINO,PANIER,KORB,マンド,まんど,MAND,,,,,,,
38,,BELT,CINTO,CINTURÓN,CINTURA,Ceinture,GÜRTEL,ベルト,べると,BERUTO,RIEM,,,,,,
38,,NEAR – FAR,PERTO – LONGE,CERCA – LEJOS,VICINO – LONTANO,PRÈS – LOIN,NAH – FERN,近い / 遠い,ちかい / とおい,CHIKAI / TOOI,NAAR – VER,,,,,,
38,,ENGINE,MOTOR,MOTOR,MOTORE,MOTEUR,MOTOR,エンジン,えんじん,ENJIN,MOTOR,,,,,,
38,,CHECK ,VERIFICAR,CHECK,CONTROLLARE,VERIFIER,PRÜFEN,確認する,かくにんする,KAKUNIN SURU,CHECKEN,,,,,,
38,,TIDY – MESSY,ARRUMADO – BAGUNÇADO,ORDENADO – DESORDENADO,ORDINATO – DISORDINATO,ORGANISÉ – DÉSORDONNÉ,AUFGERÄUMT – UNORDENTLICH,整頓された / 散らかった,せいとんされた / ちらかった,SEITON SARETA / CHIRAKATTA,OPGERUIMD – ROMMEL,,,,,,
38,,CHECK IF CLOSET IS TIDY,VERIFICAR SE O ARMÁRIO ESTÁ ARRUMADO,COMPROBAR SI EL ARMARIO ESTÁ ORDENADO,CONTROLLARE SE L’ARMADIO È ORDINATO,VÉRIFIER SI LE PLACARD EST ORGANISÉ,"PRÜFEN, OB DER SCHRANK AUFGERÄUMT IST",クローゼットが整頓されているか確認する,くろぜっとがせいとんされているかかくにんする,KUROZETTO GA SEITON SARETE IRU KA KAKUNIN SURU,CONTROLEREN OF KAST OPGERUIMD IS,,,,,,
38,,CLOSE – OPEN,FECHAR – ABRIR,CERRAR – ABRIR,CHIUDERE – APRIRE,FERMER – OUVRIR,SCHLIESSEN – ÖFFNEN,閉める / 開ける,しめる / あける,SHIMERU / AKERU,SLUITEN – OPEN,,,,,,
38,,GENTLY – HARSHLY,SUAVEMENTE – DURO,SUAVEMENTE – DURO,DOLCEMENTE – DURIAMENTE,DOUCEMENT – FORTEMENT,SANFT – STARK,柔らか – 固い,やわらか – かたい,ZACHT – HARD,,,,,,,
38,,STEP ,PASSO,PASO,PASSO,PAS, SCHRITT,歩み,あゆみ,AYUMI,STAP,,,,,,
38,,STEP BACK ,DAR UM PASSO ATRÁS,DAR UN PASO ATRÁS,FARE UN PASSO INDIETRO,RECULER, SCHRITT ZURÜCK,後ろに下がる,うしろにさがる,USHIRO NI SAGARU,STAP ACHTERUIT,,,,,,
38,,IN FRONT OF – BEHIND,EM FRENTE – ATRÁS,DELANTE – DETRÁS,AVANTI – DIETRO,DEVANT – DERRIÈRE,VORNE – HINTEN,前 / 後ろ,まえ / うしろ,MAE / USHIRO,VOOR – ACHTER,,,,,,
38,,BETWEEN – BESIDE,ENTRE – AO LADO,ENTRE – AL LADO,TRA – VICINO,AU MILIEU – À CÔTÉ,ZWISCHEN – NEBEN,間 / 横,あいだ / よこ,AIDA / YOKO,TUSSEN – NABIJ,,,,,,
38,,SCENERY,CENÁRIO,ESCENARIO,SCENARIO,PAYSAGE,SZENARIO,風景,ふうけい,FUUKEI,SCÈNE,,,,,,
38,,ADMIRE THE SCENERY,ADMIRAR O CENÁRIO,ADMIRAR EL ESCENARIO,AMMIRARE LO SCENARIO,ADMIRER LE PAYSAGE,BEWUNDERN SIE DIE SZENERIE,風景を鑑賞する,ふうけいをかんしょうする,FUUKEI O KANSHOU SURU,BEWONDER HET SCÈNE,,,,,,
38,,ORGANIZED – DISORGANIZED,ORGANIZADO – DESORGANIZADO,ORGANIZADO – DESORDENADO,ORDINATO – DISORDINATO,ORGANISÉ – DÉSORDONNÉ,ORGANISIERT – CHAOTISCH,整理された / 散らかった,せいりされた / ちらかった,SEIRI SARETA / CHIRAKATTA,GEORGANISEERD – CHAOS,,,,,,
38,,SMILE,SORRIR,SONREÍR,SORRIDERE,SOURIRE,LÄCHELN,笑う,わらう,WARAU,GLIMLACHEN,,,,,,
38,,WITH A SMILE – WITHOUT A SMILE,COM SORRISO – SEM SORRISO,CON SONRISA – SIN SONRISA,CON SORRISO – SENZA SORRISO,AVEC UN SOURIRE – SANS SOURIRE,MIT LÄCHELN – OHNE LÄCHELN,笑顔で / 笑顔なし,えがおで / えがおなし,EGAO DE / EGAO NASHI,MET GLIMLACH – ZONDER GLIMLACH,,,,,,
39,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く / 走る,あるく / はしる,ARUKU / HASHIRU,LOPEN – RENNEN,,,,,,
39,,KITCHEN,COZINHA,COCINA,CUCINA,CUISINE,KÜCHE,キッチン,きっちん,KICCHIN,KEUKEN,,,,,,
39,,WALK INTO KITCHEN,ENTRAR NA COZINHA,ENTRAR EN LA COCINA,ENTRARE IN CUCINA,ENTRER DANS LA CUISINE,ZUR KÜCHE GEHEN,キッチンに入る,きっちんにはいる,KICCHIN NI HAIRU,DE KEUKEN IN LOPEN,,,,,,
39,,FRIDGE,GELADEIRA,REFRIGERADOR,FREEZER,RÉFRIGÉRATEUR,KÜHLSCHRANK,冷蔵庫,れいぞうこ,REIZOUKO,KOELKAST,,,,,,
39,,CHICKEN,FRANGO,POLLO,POLLO,POULET,HÜHNER,鶏肉,とりにく,TORINIKU,KIP,,,,,,
39,,VEGETABLES,VEGETAIS,VERDURAS,VERDURE,LÉGUMES,GEMÜSE,野菜,やさい,YASAI,GROENTEN,,,,,,
39,,TAKE CHICKEN FROM FRIDGE,PEGAR FRANGO DA GELADEIRA,SACAR POLLO DE LA NEVERA,PRENDERE IL POLLO DAL FRIGORIFERO,PRENDRE LE POULET DU RÉFRIGÉRATEUR,HÜHNCHEN AUS DEM KÜHLSCHRANK NEHMEN,冷蔵庫から鶏肉を取る,れいぞうこからとりにくをとる,REIZOUKO KARA TORINIKU O TORU,KIP UIT DE KOELKAST HALEN,,,,,,
39,,TAKE VEGETABLES FROM FRIDGE,PEGAR VEGETAIS DA GELADEIRA,SACAR VERDURAS DE LA NEVERA,PRENDERE LE VERDURE DAL FRIGORIFERO,PRÉLEVER LES LÉGUMES DU RÉFRIGÉRATEUR,GEMÜSE AUS DEM KÜHLSCHRANK NEHMEN,冷蔵庫から野菜を取る,れいぞうこからやさいをとる,REIZOUKO KARA YASAI O TORU,GROENTEN UIT DE KOELKAST HALEN,,,,,,
39,,PAN,FRIGIDEIRA,SARTÉN,PADELLA,POÊLE,PFANNE,フライパン,ふらいぱん,FURAIPAN,KOEKENPAN,,,,,,
39,,TAKE A PAN,PEGAR UMA FRIGIDEIRA,TOMAR UNA SARTÉN,PRENDERE UNA PADELLA,PRENDRE UNE POÊLE,EINE PFANNE NEHMEN,フライパンを取る,ふらいぱんをとる,FURAIPAN O TORU,KOEKENPAN PAKKEN,,,,,,
39,,STOVE,FOGÃO,ESTUFA,FORNELLO,CUISINIÈRE,HERD,コンロ,こんろ,KONRO,KEUKENHARDER,,,,,,
39,,ON THE STOVE,NO FOGÃO,EN LA ESTUFA,SUL FORNELLO,SUR LA CUISINIÈRE,AUF DEM HERD,コンロの上,こんろのうえ,KONRO NO UE,OP HET FORNUIS,,,,,,
39,,PUT PAN ON THE STOVE,COLOCAR FRIGIDEIRA NO FOGÃO,PONER SARTÉN EN ESTUFA,METTERE LA PADELLA SUL FORNELLO,METTRE LA POÊLE SUR LA CUISINIÈRE,PFANNE AUF DEN HERD STELLEN,フライパンをコンロに置く,ふらいぱんをこんろにおく,FURAIPAN O KONRO NI OKU,PAN OP HET FORNUIS ZETTEN,,,,,,
39,,ADD ,ADICIONAR,AGREGAR,AGGIUNGERE,AJOUTER,HINZUFÜGEN,加える,くわえる,KUWAERU,TOEVOEGEN,,,,,,
39,,SUBTRACT,SUBTRAIR,SUSTRAER,SOTTRARRE,SOUSTRAIRE,ABZIEHEN,引く,ひく,HIKU,AFTREKKEN,,,,,,
39,,OIL ,ÓLEO,ACEITE,OLIO,HUILE,ÖL,油,あぶら,ABURA,OLIE,,,,,,
39,,ADD OIL TO PAN,ADICIONAR ÓLEO NA FRIGIDEIRA,AGREGAR ACEITE A LA SARTÉN,AGGIUNGERE OLIO ALLA PADELLA, AJOUTER DE L’HUILE DANS LA POÊLE,ÖL IN DIE PFANNE GEBEN,フライパンに油を加える,ふらいぱんにあぶらをくわえる,FURAIPAN NI ABURA O KUWAERU,OLIE IN PAN TOEVOEGEN,,,,,,
39,,ON THE BOX – IN THE BOX,SOBRE A CAIXA – DENTRO DA CAIXA,SOBRE LA CAJA – DENTRO DE LA CAJA,SOPRA LA SCATOLA – DENTRO DELLA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER BOX – IN DER BOX,箱の上 / 箱の中,はこのうえ / はこのなか,HAKO NO UE / HAKO NO NAKA,OP DE DOOS – IN DE DOOS,,,,,,
39,,PLACE CHICKEN IN PAN,COLOCAR FRANGO NA FRIGIDEIRA,PONER POLLO EN LA SARTÉN,METTERE IL POLLO NELLA PADELLA,METTRE LE POULET DANS LA POÊLE,HÜHNCHEN IN DIE PFANNE LEGEN,フライパンに鶏肉を入れる,ふらいぱんにとりにくをいれる,FURAIPAN NI TORINIKU O IRERU,KIP IN PAN LEGGEN,,,,,,
39,,CHOP,PICAR,PICAR,TRITARE,HACHER,HACKEN,刻む,きざむ,KIZAMU,HAKKEN,,,,,,
39,,CHOP VEGETABLES,PICAR VEGETAIS,PICAR VERDURAS,TRITARE LE VERDURE,HACHER LES LÉGUMES,GEMÜSE HACKEN,野菜を刻む,やさいをきざむ,YASAI O KIZAMU,GROENTEN HAKKEN,,,,,,
39,,CUT,CORTAR,CORTAR,TAGLIARE,COUPER,SCHNEIDEN,切る,きる,KIRU,SNIJDEN,,,,,,
39,,BOARD,TÁBUA,TABLA,TAGLIERE,PLANCHA,SCHNEIDEBRETT,まな板,まないた,MANAITA,SNIJPLANK,,,,,,
39,,CUTTING BOARD,TÁBUA DE CORTE,TABLERO DE CORTAR,TAGLIERE DA TAGLIO,PLANCHA À DÉCOUPER,SCHNEIDEBRETT,まな板,まないた,MANAITA,SNIJPLANK,,,,,,
39,,ADD VEGETABLES TO THE PAN,ADICIONAR VEGETAIS NA FRIGIDEIRA,AGREGAR VERDURAS A LA SARTÉN,AGGIUNGERE LE VERDURE ALLA PADELLA, AJOUTER LES LÉGUMES DANS LA POÊLE,GEMÜSE IN DIE PFANNE GEBEN,フライパンに野菜を加える,ふらいぱんにやさいをくわえる,FURAIPAN NI YASAI O KUWAERU,GROENTEN IN PAN TOEVOEGEN,,,,,,
39,,MIX – STIR,MEXER – REMEXER,MEZCLAR – REMOVER,MESCOLARE – MESCOLARE,MÉLANGER – REMUER,RÜHREN – SCHÜTTELN,かき混ぜる,かきまぜる,KAKIMAZERU,ROEREN – MENGEN,,,,,,
39,,SPOON ,COLHER,CUCHARA,CUCCHIAIO,CUILLÈRE,LÖFFEL,スプーン,すぷーん,SUP?N,LEPEL,,,,,,
39,,STIR FOOD WITH A SPOON,MEXER COM COLHER,MEXER CON CUCHARA,MESCOLARE CON CUCCHIAIO,REMUER AVEC CUILLÈRE,MIT LÖFFEL RÜHREN,スプーンでかき混ぜる,すぷーんでかきまぜる,SUP?N DE KAKIMAZERU,ROEREN MET LEPEL,,,,,,
39,,GOLD – SILVER,OURO – PRATA,ORO – PLATA,ORO – ARGENTO,OR – ARGENT,GOLD – SILBER,金 / 銀,きん / ぎん,KIN / GIN,GOUD – ZILVER,,,,,,
39,,GOLDEN CHICKEN,FRANGO DOURADO,POLLO DORADO,POLLO DORATO,POULET DORÉ,GOLDEN HÜHNER,黄金の鶏,おうごんのとり,OUGON NO TORI,GOUDEN KIP,,,,,,
39,,ENGINE,MOTOR,MOTOR,MOTORE,MOTEUR,MOTOR,エンジン,えんじん,ENJIN,MOTOR,,,,,,
39,,CHECK ,VERIFICAR,CHECK,CONTROLLARE,VERIFIER,PRÜFEN,確認する,かくにんする,KAKUNIN SURU,CHECKEN,,,,,,
39,,CHECK ENGINE,VERIFICAR MOTOR,VERIFICAR MOTOR,CONTROLLARE MOTORE,VÉRIFIER LE MOTEUR,MOTOR PRÜFEN,エンジンを確認する,えんじんをかくにんする,ENJIN O KAKUNIN SURU,MOTOR CONTROLEREN,,,,,,
39,,CHECK IF CHICKEN IS GOLDEN,VERIFICAR SE FRANGO ESTÁ DOURADO,COMPROBAR SI EL POLLO ESTÁ DORADO,CONTROLLARE SE IL POLLO È DORATO,VÉRIFIER SI LE POULET EST DORÉ,"ÜBERPRÜFEN, OB DAS HÜHNCHEN GOLDEN IST",鶏肉が黄金か確認する,とりにくがおうごんかかくにんする,TORINIKU GA OUGON KA KAKUNIN SURU,CONTROLEREN OF HET KIP GOUDEN IS,,,,,,
39,,TURN ON – TURN OFF,LIGAR – DESLIGAR,ENCENDER – APAGAR,ACCENDERE – SPEGNERE,ALLUMER – ÉTEINDRE,EIN – AUS,点ける / 消す,つける / けす,TSUKERU / KESU,FRISCHEN – UIT,,,,,,
39,,PUT ON – TAKE OFF,COLOCAR – RETIRAR,PONER – QUITAR,METTERE – TOGLIERE,METTRE – ENLEVER,ANZIEHEN – AUSZIEHEN,置く / 取る,おく / とる,OKU / TORU,PLAATSEN – WEGHALEN,,,,,,
39,,HEAT – COLD,AQUECER – FRIO,CALENTAR – FRÍO,RISCALDARE – FREDDO,CHAUFFER – FROID,ERHITZEN – KALT,熱い / 冷たい,あつい / つめたい,ATSUI / TSUMETAI,WARM – KOUD,,,,,,
39,,TAKE PAN OFF HEAT,TIRAR PAN DO FOGO,SACAR LA SARTÉN DEL FUEGO,TOLGERE LA PADELLA DAL FUOCO,RETIRER LA POÊLE DU FEU,PFANNE VOM HERD NEHMEN,フライパンを火から下ろす,ふらいぱんをひからおろす,FURAIPAN O HI KARA OROSU,PAN VAN HET VUUR HALEN,,,,,,
39,,WATER,ÁGUA,AGUA,ACQUA,EAU,WASSER,水,みず,MIZU,WATER,,,,,,
39,,GLASS,COPO,VASO,BICCHIERE,VERRE,GLAS,コップ,こっぷ,KOPP,GLAS,,,,,,
39,,POUR WATER IN GLASS,COLOCAR ÁGUA NO COPO,VERTER AGUA EN EL VASO,VERSARE ACQUA NEL BICCHIERE,VERSER DE L’EAU DANS LE VERRE,WASSER INS GLAS GIEßEN,コップに水を注ぐ,こっぷにみずをそそぐ,KOPP NI MIZU O SOSOGU,WATER IN GLAS GEVEN,,,,,,
39,,PLATE,PRATO,PLATO,PIATTO,ASSIETTE,TELLER,皿,さら,SARA,SCHAAL,,,,,,
39,,POUR FOOD ONTO PLATE,COLOCAR COMIDA NO PRATO,PONER COMIDA EN EL PLATO,METTERE IL CIBO SUL PIATTO,METTRE LA NOURRITURE SUR L’ASSIETTE,ESSEN AUF DEN TELLER GEBEN,皿に食べ物を盛る,さらにたべものをもる,SARA NI TABEMONO O MORU,VOEDSEL OP SCHAAL LEGGEN,,,,,,
